phase,episode_index,seed,frame_index,time_s,x_m,y_m,z_m,quat_w,quat_x,quat_y,quat_z
validation-source,7,2005207,28,2.7999999999999132,-0.049237261028398614,-0.8834949342762017,1.1999820807096813,0.9999217020268278,-0.011416402957828456,0.005123739731432304,-5.338951712143408e-05
validation-source,7,2005207,29,2.899999999999902,0.023927127336919027,-0.887650620753599,1.1999422981060366,0.99988080200323,-0.01537025436556063,0.0014617605544804016,1.794981886228256e-05
validation-source,7,2005207,30,2.999999999999891,0.09740252365532817,-0.8888052499115436,1.1999550602116638,0.999824017780769,-0.018713259804324887,-0.001320158928597939,6.750273103891651e-05
validation-source,7,2005207,31,3.09999999999988,0.17062783050046,-0.8864859290430042,1.1998828909043664,0.999918932349414,-0.012311904250419694,-0.0032470266963033267,5.0602075931046926e-05
validation-source,7,2005207,32,3.199999999999869,0.24322159064901083,-0.8818585950349446,1.1997011016301817,0.9999879299224919,0.0007256417135041359,-0.00485932122697898,-2.1228478663766698e-05
validation-source,7,2005207,33,3.299999999999858,0.31480576506650554,-0.8771814267851473,1.1995636571172972,0.9999485911732683,0.004769689185715913,-0.00894774903683538,-5.350552150367775e-05
validation-source,7,2005207,34,3.399999999999847,0.3846405826000825,-0.8732899361135172,1.199489476224993,0.9999148022337172,-0.0004513147574086191,-0.013045470544475413,1.6946088442551456e-05
validation-source,7,2005207,35,3.499999999999836,0.45200349198004974,-0.869270036914957,1.1994542436815943,0.9998878617910566,-0.008252613522890426,-0.01249603939889619,8.492520901414363e-05
validation-source,7,2005207,36,3.599999999999825,0.5169928889943752,-0.8635905641765563,1.1994690597313906,0.9998163901705307,-0.017712785278942905,-0.007310426333972731,2.9169261313866655e-05
validation-source,7,2005207,37,3.699999999999814,0.5805410696517459,-0.8544521814507643,1.199594303335023,0.9996590314775123,-0.026041405600373064,-0.0019132640425462573,-7.34881139403734e-05
validation-source,7,2005207,38,3.799999999999803,0.6436783401254464,-0.8402550580212815,1.1998072638188206,0.9995248647601591,-0.030787575929361204,0.0014665839867706889,-0.0001379347281857877
validation-source,7,2005207,39,3.899999999999792,0.7070678858653577,-0.8200604456419385,1.2000200058918007,0.9994752131015947,-0.03227773571927341,0.00272491270939191,-0.00014499339266830905
validation-source,7,2005207,40,3.999999999999781,0.7709818775890214,-0.793612800595299,1.2001099452592174,0.999565051562359,-0.029324523010436598,0.0031247860035529514,-0.00012552999620135566
validation-source,7,2005207,41,4.0999999999997705,0.8354790615536767,-0.7614571829422314,1.2000240547712397,0.9997195949701454,-0.023591778256789608,0.0020378797341958567,-8.048353498198702e-05
validation-source,7,2005207,42,4.1999999999997595,0.9003360588179284,-0.724680724093505,1.199822935810318,0.9998480347691732,-0.01739120350173292,-0.0012052636759615066,-2.7357908913452954e-05
validation-source,7,2005207,43,4.2999999999997485,0.9649667700849173,-0.6845116253043773,1.1995737722109139,0.999937502344822,-0.010373703774142635,-0.00416863888059048,-1.1148430790121161e-05
validation-source,7,2005207,44,4.3999999999997375,1.0288098506059649,-0.6422888797497518,1.1993415896356578,0.9999768446347223,-0.004162019033761756,-0.0053839971253646255,-1.9154617932890695e-05
validation-source,7,2005207,45,4.499999999999726,1.0916070031061378,-0.5991858893697788,1.1991757677697876,0.999982561287621,-0.0013170531090407184,-0.005756909227616411,-2.208847959764144e-05
validation-source,7,2005207,46,4.599999999999715,1.1532744666200614,-0.5557638746787268,1.1990841214411803,0.9999800610816532,-0.0019409033919810378,-0.006009178255777323,-1.0480700173700528e-05
validation-source,7,2005207,47,4.699999999999704,1.2138125969607825,-0.5119524786827534,1.1990463927394817,0.999986963001292,-0.0033521495765207986,-0.0038518677335236673,-5.969271642389692e-06
validation-source,7,2005207,48,4.799999999999693,1.2735794436148322,-0.46746247627902443,1.1990571556682836,0.999982290541103,-0.005618604798118326,-0.0019621068724522688,-4.572950201958358e-06
validation-source,7,2005207,49,4.899999999999682,1.3329445437891727,-0.42187673276397686,1.199116224656293,0.9999700400207999,-0.007648583838464495,-0.0011908924651672054,-1.0962125942041188e-06
validation-source,7,2005207,50,4.999999999999671,1.39206612334402,-0.3748050130562648,1.1992080170248343,0.9999615700014487,-0.008712721253872787,-0.0009731389559272011,3.0269057352171457e-06
validation-source,7,2005207,51,5.09999999999966,1.4509934964395153,-0.32604166759829417,1.199315001435809,0.9999615138365545,-0.008718343520069723,-0.0009804567668228723,6.041587657127358e-06
validation-0,0,2005200,0,0.0,-1.6,0.1957435209919313,1.2,1.0,0.0,0.0,0.0
validation-0,0,2005200,1,0.10000000000000007,-1.5996597585914425,0.19542712471763266,1.2000763543371045,0.9997621135511418,0.01484513653904679,0.01595254134419291,0.00092447474455408
validation-0,0,2005200,2,0.20000000000000015,-1.596132875232681,0.19215567195861616,1.2006659845605698,0.998793076623347,0.03334542457833132,0.035991731195880186,0.0022512295494283227
validation-0,0,2005200,3,0.3000000000000002,-1.5855952880003543,0.1824579667958474,1.2017448252513292,0.9978820868813109,0.04310772246954389,0.04862061588654676,0.003016729305354525
validation-0,0,2005200,4,0.4000000000000003,-1.5655671342874673,0.16443496858071138,1.2027406888663768,0.9975804899771209,0.04399927706207095,0.05373869989460404,0.0030629672965840926
validation-0,0,2005200,5,0.5000000000000003,-1.5350713471888955,0.1378780287469888,1.2031556765746152,0.9978423649263184,0.0398816919687415,0.05208928266060083,0.0026023135602364603
validation-0,0,2005200,6,0.6000000000000004,-1.4944425730751598,0.10355032791430939,1.2028212179787692,0.9984004225551407,0.034350223462771876,0.04486521639227157,0.001941841354900606
validation-0,0,2005200,7,0.7000000000000005,-1.445052449216729,0.06252628132623628,1.2018619361943441,0.9989925122867508,0.02802613428616512,0.0350252846792313,0.0013136305103343439
validation-0,0,2005200,8,0.8000000000000006,-1.3887830582924119,0.016032004478908703,1.2005546223076504,0.9994630723279605,0.020840146142352113,0.025270248341363887,0.0008184804725743004
validation-0,0,2005200,9,0.9000000000000007,-1.3275367255809136,-0.034561267254872075,1.1991848424232452,0.999767435395166,0.014138261460389793,0.016277674220489625,0.00047117748369953114
validation-0,0,2005200,10,1.0000000000000007,-1.2630599630636214,-0.08794353967038517,1.1979676234668988,0.9999268940158448,0.008199772367924973,0.008882744685823313,0.0002592369328623264
validation-0,0,2005200,11,1.1000000000000008,-1.196824507493718,-0.14295422818506875,1.197019122266865,0.9999920030960124,0.0031882518197827916,0.0024097266118068236,0.00014836447185434195
validation-0,0,2005200,12,1.2000000000000008,-1.1300775544375308,-0.19859867514400803,1.1963839574388768,0.999997001183862,-0.001252824421591683,-0.0021017931515577657,0.00010256608143374377
validation-0,0,2005200,13,1.300000000000001,-1.0637173443336032,-0.25401431040701783,1.196053933739523,0.9999772918705694,-0.004688980018848595,-0.004839562424861191,8.857268970551874e-05
validation-0,0,2005200,14,1.400000000000001,-0.9983156833607368,-0.3085301872160251,1.195989591829688,0.9999483171812262,-0.006756289950093453,-0.007596476918984632,9.513655069514834e-05
validation-0,0,2005200,15,1.500000000000001,-0.934432551249524,-0.3617146837039442,1.1961537071609658,0.9998967362605332,-0.008666664623137404,-0.01146244882416302,0.00013418940852240384
validation-0,0,2005200,16,1.6000000000000012,-0.872834680290338,-0.4131530274115657,1.1965360375389,0.9997815088575215,-0.012493853947350114,-0.01675627317538856,0.00025586987414186484
validation-0,0,2005200,17,1.7000000000000013,-0.8145477145358653,-0.4620917915746681,1.1971431745176668,0.9995738079080915,-0.018463310878858597,-0.022606903139923543,0.0004864421143023236
validation-0,0,2005200,18,1.8000000000000014,-0.7606133893780733,-0.5073913328721815,1.1978754556498337,0.9994094142101432,-0.024882240957524348,-0.023691783564491233,0.0006294955161820134
validation-0,0,2005200,19,1.9000000000000015,-0.7112073135557946,-0.5478605052582153,1.1985056931844837,0.99943628337418,-0.02851634216420977,-0.017710451250682983,0.0005230882121606568
validation-0,0,2005200,20,2.0000000000000013,-0.6652237812411721,-0.5827577327211533,1.1989601822887879,0.9995040461941431,-0.030377855031569072,-0.008293578159554484,0.0002532321629117247
validation-0,0,2005200,21,2.0999999999999903,-0.6207958768255665,-0.6116759721331207,1.1993399246034417,0.9994569766833952,-0.03262910982460941,0.004588612233928282,-0.00019387807341914463
validation-0,0,2005200,22,2.1999999999999793,-0.5754779486859569,-0.6341563099885652,1.199799313377786,0.9992175146491132,-0.03571478655104873,0.01698061838964959,-0.0006863229321760476
validation-0,0,2005200,23,2.2999999999999683,-0.5268870942342184,-0.6496273610077542,1.200347689448668,0.9989719586758584,-0.037763853663088064,0.025057308744709968,-0.0010239210438104786
validation-0,0,2005200,24,2.3999999999999573,-0.47346026478533143,-0.6577911326819419,1.2007166992361495,0.999025569563618,-0.0343152998134361,0.027736001324199337,-0.0010420112023919934
validation-0,0,2005200,25,2.4999999999999463,-0.41466550798946955,-0.6592944493936479,1.2007048247527554,0.9993003456358337,-0.02697442711133872,0.025894579239275732,-0.0008186941663819076
validation-0,0,2005200,26,2.5999999999999353,-0.35082095411564995,-0.6555483844174292,1.2003662160223918,0.9995962079422163,-0.01788402261080279,0.02207469963349483,-0.0005389238237091669
validation-0,0,2005200,27,2.6999999999999242,-0.28265917842919447,-0.6483019419480266,1.199851987880801,0.9998102647304539,-0.00857239084175188,0.01748883856353493,-0.00029863116610362754
validation-0,0,2005200,28,2.7999999999999132,-0.2110524744454734,-0.6392882195351748,1.1993418128019389,0.9999042688002825,-0.00356715662165305,0.013368194354384142,-0.00014145073991826711
validation-0,0,2005200,29,2.899999999999902,-0.1368238988312233,-0.6295589045941128,1.1989173681705847,0.9999573090418009,-0.00024666998136937604,0.009236629418106065,-6.264817416245043e-05
validation-0,0,2005200,30,2.999999999999891,-0.06077533754197539,-0.6197828729559963,1.1986004492522175,0.9999807110567837,0.003133332019730096,0.005362728610809467,-2.9777018090210654e-05
validation-0,0,2005200,31,3.09999999999988,0.01631972733067986,-0.610645640379916,1.198409561928825,0.9999712940956296,0.0074597030801454665,0.0013274637341734092,-4.067803653727275e-05
validation-0,0,2005200,32,3.199999999999869,0.09367521652433869,-0.6029763871255308,1.198355292572485,0.9999252261943692,0.011928745112857833,-0.0026906904940511736,-8.511660734347739e-05
validation-0,0,2005200,33,3.299999999999858,0.17047791053915118,-0.5975815419739011,1.1984089247104648,0.9998875040863167,0.012891126533872862,-0.0076668492486396235,-0.00013210345175399864
validation-0,0,2005200,34,3.399999999999847,0.24569342853943818,-0.5946799271040355,1.1985658974749507,0.9998015778188645,0.011237023914530327,-0.01644693049359333,-0.00018100219278622246
validation-0,0,2005200,35,3.499999999999836,0.3176838780141756,-0.5939945896337007,1.198862313493276,0.9996367355294192,0.009736814693563186,-0.025130507662801414,-0.00022136919606406262
validation-0,0,2005200,36,3.599999999999825,0.3848247661699993,-0.5951684186142772,1.1991978838035267,0.9995641871887058,0.005862998634747747,-0.028931535679090455,-0.00016486370259802033
validation-0,0,2005200,37,3.699999999999814,0.4464760335866557,-0.5973492670658793,1.1993263052818273,0.9997200255450288,-0.005154068173198071,-0.02309320342278992,-0.00010030546898091165
validation-0,0,2005200,38,3.799999999999803,0.5036657362339135,-0.5984395267823072,1.1993205566570193,0.9997064401292466,-0.020667641072499195,-0.012643378905886002,-0.00016476180229151887
validation-0,0,2005200,39,3.899999999999792,0.5583488903260679,-0.595505959548729,1.199471326839456,0.999418850840793,-0.03393053250316276,-0.00325244014287921,-0.0003180899859701375
validation-0,0,2005200,40,3.999999999999781,0.6123526271803802,-0.5860071213797562,1.1997801570556499,0.999166079650967,-0.040663304619844215,0.0036652252229180658,-0.000455034479720021
validation-0,0,2005200,41,4.0999999999997705,0.6670395484946151,-0.5686213423480998,1.2000481518260535,0.9991281226017026,-0.04095180308436112,0.008104479131474975,-0.000511730931304785
validation-0,0,2005200,42,4.1999999999997595,0.7232840241183327,-0.5432661051262198,1.20012501867853,0.9992643548398613,-0.03694168655611746,0.010287441029876398,-0.0004790594143423994
validation-0,0,2005200,43,4.2999999999997485,0.7815176560053383,-0.5107164031065311,1.1999618429201595,0.9994945128791137,-0.029988515271927592,0.010548111542798284,-0.0003808138772705475
validation-0,0,2005200,44,4.3999999999997375,0.8417714767971325,-0.47232698274855617,1.199582340989851,0.9997490399213228,-0.020868455269252174,0.008142617318130459,-0.00025006854999527127
validation-0,0,2005200,45,4.499999999999726,0.9035469161268694,-0.4298542498236537,1.199088534483584,0.9999354556755143,-0.01122400935088065,0.0017552579800254318,-0.00015863958305177775
validation-0,0,2005200,46,4.599999999999715,0.9656511690885363,-0.3851768652474143,1.1986397305286702,0.9999813819030471,-0.0018866822245819474,-0.005800734044613012,-0.00016661932511553596
validation-0,0,2005200,47,4.699999999999704,1.0266436737322406,-0.34010750527229183,1.1983605307790917,0.9999125439098596,0.006147663290800756,-0.01170699678930512,-0.00023873405937216105
validation-0,0,2005200,48,4.799999999999693,1.085402843795452,-0.2962065704617659,1.1982618589312177,0.9998341442747525,0.011817344448921071,-0.013854762876666846,-0.0002825918986080598
validation-0,0,2005200,49,4.899999999999682,1.14143542441593,-0.25455519629297946,1.1982914061453414,0.9997903707991984,0.013503634987189239,-0.015387715564443231,-0.00029070438972445223
validation-0,0,2005200,50,4.999999999999671,1.1944722000533752,-0.21550216882761195,1.198377518665813,0.9998058227790318,0.01193586507604575,-0.015677668881144212,-0.0002501209382254681
validation-0,0,2005200,51,5.09999999999966,1.244449986183667,-0.17875420847182716,1.198464030440045,0.9998590192020534,0.00824625619182097,-0.014625674047809836,-0.00017503649580720938
validation-0,0,2005200,52,5.199999999999649,1.2915842914494855,-0.1435988306162539,1.1985348810588952,0.9999211750341706,0.0031725639433996763,-0.012147804283305964,-9.699177368264884e-05
validation-0,0,2005200,53,5.299999999999638,1.3363651740758373,-0.10905677665459944,1.198598144478128,0.9999651877238711,-0.0023467042407612506,-0.008007105487133471,-5.080636844712856e-05
validation-0,0,2005200,54,5.399999999999627,1.379584273825982,-0.07406909437696142,1.198684923021645,0.9999701616657943,-0.006999603271721454,-0.003267913545369839,-4.553221765965207e-05
validation-0,1,2005201,0,0.0,-1.6,-0.0027436663461145594,1.2,1.0,0.0,0.0,0.0
validation-0,1,2005201,1,0.10000000000000007,-1.5996385095984753,-0.0030447066944485446,1.2000783042469199,0.9997561621922869,0.014124423790792852,0.01694824865953831,0.0009347077092289357
validation-0,1,2005201,2,0.20000000000000015,-1.5959037518187666,-0.006161935269678325,1.200675320331854,0.9987766272570076,0.03195289628974227,0.03767180764080565,0.0022574704622441793
validation-0,1,2005201,3,0.3000000000000002,-1.5848438360940815,-0.015444370483359643,1.2017582175716166,0.9978682470206814,0.041861574496015914,0.049975164367655894,0.0030088394796432675
validation-0,1,2005201,4,0.4000000000000003,-1.5640401110423232,-0.032822053801640654,1.2027528570324098,0.9975733613915355,0.04380504747835145,0.05402923525989974,0.003057481748614442
validation-0,1,2005201,5,0.5000000000000003,-1.5327150387902484,-0.05869916493513352,1.2031596917683391,0.9978454428950971,0.04103544839070456,0.051124672071660424,0.0026138045886249218
validation-0,1,2005201,6,0.6000000000000004,-1.491430463892549,-0.09255480293884533,1.202813764750334,0.9984083544683126,0.03594726544196869,0.04341287430972784,0.001968293496475233
validation-0,1,2005201,7,0.7000000000000005,-1.4416521332972543,-0.13340175393559606,1.2018465550594488,0.9989995325860298,0.029002033118028573,0.03401491718427253,0.0013421538145889779
validation-0,1,2005201,8,0.8000000000000006,-1.3851988981736825,-0.17991944448083522,1.200535339577079,0.9994685132383639,0.02150436878650009,0.024485831877839547,0.0008349882866842663
validation-0,1,2005201,9,0.9000000000000007,-1.3239195600475406,-0.23066389905439358,1.1991652017423957,0.9997707756851087,0.014489059296197487,0.015755379666024895,0.0004808932168483851
validation-0,1,2005201,10,1.0000000000000007,-1.2595395854024043,-0.28427339665358287,1.197940877376108,0.9999361950253094,0.008521489305281056,0.007410859954243736,0.0002631597689153295
validation-0,1,2005201,11,1.1000000000000008,-1.1936587067591828,-0.33956382177563926,1.1969886093543605,0.9999945281688315,0.003060889738146641,0.0012454347764670097,0.0001532273573307061
validation-0,1,2005201,12,1.2000000000000008,-1.1275023319969995,-0.3954822752654894,1.1963582512444293,0.999995267315591,-0.0010425328091182439,-0.002892669685454306,0.00010456506591239677
validation-0,1,2005201,13,1.300000000000001,-1.0619286304346176,-0.451224409534848,1.1960393571487882,0.9999673178983446,-0.0034078244102815364,-0.007330841536958616,9.289962669364726e-05
validation-0,1,2005201,14,1.400000000000001,-0.9978601136660452,-0.5062587976728323,1.1960283440360295,0.9998664544056793,-0.007206012016283819,-0.014666691142346373,0.0001868581594082322
validation-0,1,2005201,15,1.500000000000001,-0.9365961817657398,-0.5598519643977508,1.196276834149738,0.9997544517224298,-0.01237073605856056,-0.0183825177165084,0.0002901602244923824
validation-0,1,2005201,16,1.6000000000000012,-0.8788262306801412,-0.6109782630742777,1.1966609702358175,0.9997019797124431,-0.019075530255639992,-0.015231613963204974,0.0002717362047185605
validation-0,1,2005201,17,1.7000000000000013,-0.823958867588474,-0.6583403713686725,1.1971302944884152,0.9996253452304472,-0.026494775740951847,-0.006869606868118701,6.73262550245211e-05
validation-0,1,2005201,18,1.8000000000000014,-0.770424980208407,-0.700523089264451,1.1976970668671494,0.9994789622160455,-0.0321621314347796,0.0027108246727482756,-0.00022982320148082238
validation-0,1,2005201,19,1.9000000000000015,-0.7163662523453946,-0.7364299941318044,1.1983360652120305,0.9993263673557485,-0.034849327213410546,0.011492136913420098,-0.0005164198880831311
validation-0,1,2005201,20,2.0000000000000013,-0.6600930113228723,-0.7655494468759894,1.1989436142098178,0.9992658191207759,-0.034018226996417766,0.017610553848793252,-0.0006718348336673588
validation-0,1,2005201,21,2.0999999999999903,-0.6004172318250175,-0.7880287378379498,1.1994057312054565,0.999321064102253,-0.030804892159675412,0.020199567576538728,-0.0006685284541618169
validation-0,1,2005201,22,2.1999999999999793,-0.5368703506214392,-0.8045359765117616,1.1995895659721854,0.9995478308313118,-0.024250523621629008,0.017770175648973263,-0.0005165674209976017
validation-0,1,2005201,23,2.2999999999999683,-0.4698506367753276,-0.8163093973154201,1.1995171704759788,0.9997670212228551,-0.01643513195968358,0.01398847388106924,-0.0003351285203590169
validation-0,1,2005201,24,2.3999999999999573,-0.4000756379917121,-0.8248224908148611,1.1993535447439172,0.9998856507097587,-0.010546652674137952,0.010835825813403352,-0.0001962168052574897
validation-0,1,2005201,25,2.4999999999999463,-0.328168805801373,-0.8312448577413102,1.199187973255468,0.9999490410650681,-0.006146909182745943,0.008007462740203912,-0.00010640025252449686
validation-0,1,2005201,26,2.5999999999999353,-0.25467425024106893,-0.8364396178806233,1.199061152399772,0.9999777605244534,-0.0029456426213042815,0.005983210661602554,-5.3256232570860654e-05
validation-0,1,2005201,27,2.6999999999999242,-0.17997800997850943,-0.8409842880050137,1.1989990203902796,0.999979728959212,-0.0033806955884358174,0.005395501661720842,-3.361275254086089e-05
validation-0,1,2005201,28,2.7999999999999132,-0.10423530769313345,-0.8448491087608839,1.1989973557103817,0.9999768387508187,-0.0051863298844021235,0.004407184060254899,-2.5940489241519956e-05
validation-0,1,2005201,29,2.899999999999902,-0.027654378711034745,-0.8477310606711865,1.1990321766815852,0.9999844373068036,-0.005219203850126151,0.001970997863736128,-1.4926083527212943e-05
validation-0,1,2005201,30,2.999999999999891,0.0493021269148093,-0.849529907208473,1.1991066253448395,0.9999701566045162,-0.007641764322923908,-0.001135334044714383,1.8840914782017124e-05
validation-0,1,2005201,31,3.09999999999988,0.1260497088920869,-0.8499209486861813,1.1992003533847604,0.9999740130918715,-0.006284969470629064,-0.003531491859299586,2.9409872255222358e-05
validation-0,1,2005201,32,3.199999999999869,0.20208210098007398,-0.8491951803657048,1.1992837290604887,0.9999760676128544,0.001619957850827676,-0.0067259245769156545,-4.332065717547774e-05
validation-0,1,2005201,33,3.299999999999858,0.2767274532221173,-0.8486687385133954,1.1994130510069518,0.9999033108170828,0.0044871461701999635,-0.013161551605607509,-8.997564546989607e-05
validation-0,1,2005201,34,3.399999999999847,0.3487948338175832,-0.8489212751554955,1.1996023913262261,0.9998081501538021,0.0010480460901986317,-0.019559244250779723,-2.120762199596523e-05
validation-0,1,2005201,35,3.499999999999836,0.41710435102940335,-0.8493358662384479,1.1997982347284135,0.9997558489921043,-0.004927449891808458,-0.02153956375656331,9.918073369830256e-05
validation-0,1,2005201,36,3.599999999999825,0.4813202903650102,-0.8486994591693048,1.1999232832409177,0.9997549721508818,-0.014914362410527347,-0.016356847507998203,0.00010484786866165582
validation-0,1,2005201,37,3.699999999999814,0.5423822897582707,-0.8451322874910203,1.2000348229651114,0.9996506388762818,-0.025351818240916577,-0.007475553549854062,-4.006548356539927e-05
validation-0,1,2005201,38,3.799999999999803,0.6019419135045339,-0.8366383773334926,1.200218871796555,0.9994735494997621,-0.03244314236993605,-0.00016586512273059574,-0.0001971097944153197
validation-0,1,2005201,39,3.899999999999792,0.6614140863364502,-0.8218281268933599,1.2004381959503412,0.9993537347086442,-0.03573465558420646,0.003882394729238052,-0.00027262672148232185
validation-0,1,2005201,40,3.999999999999781,0.7216159999758693,-0.8000672323033303,1.2005755658834436,0.9993687410276875,-0.035061298757450725,0.005722484858087309,-0.00027920104767289186
validation-0,1,2005201,41,4.0999999999997705,0.7829094018472866,-0.7715085949970208,1.2005071208718006,0.9995357206894204,-0.029927592748926295,0.005712350270364366,-0.000226522681329787
validation-0,1,2005201,42,4.1999999999997595,0.8452725530513694,-0.7371055375199785,1.2002355059382035,0.9997293871741451,-0.023070210509112662,0.00298331688621751,-0.0001327698393800747
validation-0,1,2005201,43,4.2999999999997485,0.9081885505956097,-0.6981760968609585,1.1998658363294974,0.9998658566158072,-0.016295417222295727,-0.0016508172863091337,-5.43486639854271e-05
validation-0,1,2005201,44,4.3999999999997375,0.9707788831505259,-0.656078010435196,1.1994821467811096,0.9999451677223788,-0.00828404337164367,-0.006405791759958629,-4.478849037270491e-05
validation-0,1,2005201,45,4.499999999999726,1.0321553753623822,-0.6123288369070592,1.1991614087556413,0.9999598661957421,-0.0013428311558760222,-0.008857650566130457,-6.948906830446984e-05
validation-0,1,2005201,46,4.599999999999715,1.0918237254436225,-0.568249989436685,1.1989415702521236,0.9999551213321423,0.001965888066283266,-0.009267401635260861,-7.66332987966854e-05
validation-0,1,2005201,47,4.699999999999704,1.1497136724263175,-0.5245007978660532,1.1988024336827459,0.9999702159382182,0.0019655448392633793,-0.00746324836136955,-6.159427590480305e-05
validation-0,1,2005201,48,4.799999999999693,1.206197166513219,-0.4811084231434205,1.1987154596663019,0.9999967050809097,0.00020293041679392477,-0.0025585568016631426,-4.9332170145457966e-05
validation-0,1,2005201,49,4.899999999999682,1.2621637528403338,-0.4377418397695012,1.1986910548098089,0.9999953145848928,-0.0023303827516866203,0.0019843317704838063,-5.051649285832702e-05
validation-0,1,2005201,50,4.999999999999671,1.318488748317741,-0.3939268375293933,1.1987372296664032,0.9999795343021833,-0.004424967116047293,0.004620351427618253,-5.473111572372313e-05
validation-0,1,2005201,51,5.09999999999966,1.3756953603634143,-0.3492689838053033,1.1988354567612574,0.9999706330324861,-0.005097737733072402,0.005722189787103558,-5.183295182804018e-05
validation-0,1,2005201,52,5.199999999999649,1.4339848801001027,-0.30364563126488026,1.1989540968864159,0.9999816005100423,-0.0038576961776977804,0.004681380895389778,-3.865860449772022e-05
validation-0,2,2005202,0,0.0,-1.6,-0.20902026574681618,1.2,1.0,0.0,0.0,0.0
validation-0,2,2005202,1,0.10000000000000007,-1.5996267793599512,-0.20930663463127175,1.2000783043077201,0.9997561774416905,0.013436439899921207,0.017498711685816154,0.0009180628142441211
validation-0,2,2005202,2,0.20000000000000015,-1.5957702913958458,-0.2122475392883057,1.2006577578571465,0.9988080941681359,0.029298422110789684,0.038978855833487695,0.0021545960050877227
validation-0,2,2005202,3,0.3000000000000002,-1.5843408647741888,-0.22080092660408174,1.2016569382312061,0.9979993307593152,0.03603787834435494,0.05187602499769697,0.0027359018321886906
validation-0,2,2005202,4,0.4000000000000003,-1.5627920203884447,-0.23634005811497188,1.2025791662342697,0.9977082763647491,0.03660199283366872,0.056843262318039045,0.0027079370243389012
validation-0,2,2005202,5,0.5000000000000003,-1.530170391585883,-0.25899127979123726,1.203004690584676,0.9979130174905606,0.0339771739085543,0.054861736100978255,0.0023132418935546376
validation-0,2,2005202,6,0.6000000000000004,-1.4868655561224973,-0.2882556210710116,1.2027363938848041,0.9984180279188001,0.029801497845572712,0.04764681648349233,0.0017587301901070547
validation-0,2,2005202,7,0.7000000000000005,-1.4342567011135352,-0.3233253748887531,1.2018665673398672,0.9989788607273562,0.02466614307493923,0.03783305630509644,0.001215342048588672
validation-0,2,2005202,8,0.8000000000000006,-1.3742501909563851,-0.3632389860760026,1.2006387019758147,0.9994414110040681,0.020191377655083016,0.026619521007690515,0.000758511639647467
validation-0,2,2005202,9,0.9000000000000007,-1.3089946077580172,-0.4071072951842756,1.1993274606677506,0.9997441687126654,0.015657624103747804,0.01631697751888644,0.00043838008020428634
validation-0,2,2005202,10,1.0000000000000007,-1.2405180039046635,-0.4540444348599743,1.1981338051844732,0.9999178385029535,0.010698103718667031,0.007057628708021971,0.00023811221051492056
validation-0,2,2005202,11,1.1000000000000008,-1.1706103459500223,-0.5030842357440729,1.1971875076186,0.9999836624311169,0.005714061837993242,7.847930472245219e-05,0.00013494132373533427
validation-0,2,2005202,12,1.2000000000000008,-1.1006996013589745,-0.5532698128743083,1.1965526578488441,0.9999747482136404,0.0018414613337792202,-0.006863154028587171,9.52470626793779e-05
validation-0,2,2005202,13,1.300000000000001,-1.0320976060515055,-0.6037860883344708,1.1962302609945628,0.9999252606503719,-0.0032077139108959885,-0.011796993162841003,0.00012098374620237499
validation-0,2,2005202,14,1.400000000000001,-0.9657443164249465,-0.653609884645859,1.196179730832831,0.9998564008912743,-0.01132889012890771,-0.012601741495995362,0.00017307935333690016
validation-0,2,2005202,15,1.500000000000001,-0.9017697856829768,-0.7011717348718086,1.1963650479012564,0.9997440284248581,-0.021165958879976375,-0.007991897170307223,9.691824610702604e-05
validation-0,2,2005202,16,1.6000000000000012,-0.8393372213893591,-0.744612419547041,1.196759984463056,0.9995876655161811,-0.028688269876213403,-0.0012148385024395114,-7.928954617895914e-05
validation-0,2,2005202,17,1.7000000000000013,-0.7771509239101586,-0.782485050366062,1.1972799056975423,0.9994809465081326,-0.03181546457273967,0.00505474533750079,-0.0002516561162271821
validation-0,2,2005202,18,1.8000000000000014,-0.7139867175972022,-0.8141534501045581,1.1978233494164354,0.9994432686623738,-0.031765471766859406,0.010196304008164379,-0.00037803898219021065
validation-0,2,2005202,19,1.9000000000000015,-0.6488670562623605,-0.8396393149027657,1.1982838556110118,0.9995084816114952,-0.028669490209880428,0.012676682617906861,-0.000396529437435634
validation-0,2,2005202,20,2.0000000000000013,-0.5812966627221907,-0.8595223574038425,1.1986017859538336,0.999629283532428,-0.024056736304156452,0.012745875413325463,-0.0003340700317886255
validation-0,2,2005202,21,2.0999999999999903,-0.5112744177763636,-0.8747205176686816,1.198761876977389,0.9997887350701485,-0.017861476553305798,0.010168532811920782,-0.00023199702969458556
validation-0,2,2005202,22,2.1999999999999793,-0.4392572110841465,-0.8863637175811332,1.1988401390509549,0.9998774787812832,-0.013907421309808467,0.007182665819905439,-0.00014272426458799688
validation-0,2,2005202,23,2.2999999999999683,-0.3658065447980478,-0.8952246065723494,1.1989310466691774,0.9998999737526779,-0.013051591825577184,0.005448840400911717,-9.262018050330354e-05
validation-0,2,2005202,24,2.3999999999999573,-0.2912759856957643,-0.9015456344575382,1.199030756862157,0.9999246407314948,-0.011458257934378008,0.0044064821959456605,-6.401372416536064e-05
validation-0,2,2005202,25,2.4999999999999463,-0.2158774365579375,-0.9056246947651161,1.1991247224280528,0.9999510533123389,-0.009230683206454027,0.0035614082670171873,-4.2874732840821504e-05
