sample_index,collection_round,used_in_selected_model,feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,goal_x,goal_y,velocity_x,velocity_y,previous_action_x,previous_action_y,action_x,action_y
523,0,true,-0.78382408618927,-0.7961835265159607,-0.7392449975013733,-0.78892582654953,-0.8396173715591431,-0.8036152720451355,-0.7504028677940369,-0.7774275541305542,-0.7094482779502869,-0.7148958444595337,-0.6731791496276855,-0.5761073231697083,-0.6969807744026184,-0.6573160886764526,-0.5347067713737488,-0.6590362787246704,-0.607923686504364,-0.46267151832580566,-0.5828227996826172,-0.5638192296028137,-0.4224914610385895,-0.5771478414535522,-0.5851823091506958,-0.39222872257232666,-0.4539238512516022,-0.4805718660354614,-0.2760010063648224,-0.1444423794746399,-0.13822630047798157,-0.10408347100019455,-0.1701658070087433,-0.15321943163871765,-0.11096137762069702,-0.17964060604572296,-0.17378441989421844,-0.1068582534790039,0.07590261101722717,-0.1371590793132782,-0.18325549364089966,-0.14924822747707367,-0.2227691411972046,-0.2329069823026657,-0.09753059595823288,-0.16340920329093933,-0.23489971458911896,-0.2023649364709854,-0.12520451843738556,0.10829561948776245,-0.21162188053131104,-0.265903502702713,-0.07003653794527054,-0.16934651136398315,-0.19069039821624756,-0.10928674042224884,-0.08087681233882904,-0.024159803986549377,0.08479805290699005,-0.030890021473169327,0.010600214824080467,0.09214777499437332,0.025393405929207802,0.04929570481181145,0.13228201866149902,0.015968574211001396,0.01739923097193241,0.24085836112499237,-0.10464553534984589,-0.10581787675619125,0.05537691339850426,-0.06551273912191391,-0.08946197479963303,0.013353610411286354,0.5857695937156677,0.2171333283185959,0.6651343703269958,-0.5006635785102844,0.9967484474182129,0.012003833428025246,0.9997682571411133,0.021527819335460663
524,0,true,-0.7907395958900452,-0.7915349006652832,-0.7345712184906006,-0.8038049936294556,-0.8379550576210022,-0.798613429069519,-0.7414853572845459,-0.7818493247032166,-0.7020142674446106,-0.7129877209663391,-0.6686576008796692,-0.586300790309906,-0.7104544043540955,-0.6560655236244202,-0.5261316895484924,-0.6378707885742188,-0.6092458367347717,-0.4490964710712433,-0.56369948387146,-0.551084041595459,-0.4588720500469208,-0.6062284111976624,-0.5954641103744507,-0.3605695068836212,-0.43047812581062317,-0.4632765054702759,-0.2827821373939514,-0.1491231918334961,-0.1391689032316208,-0.11657662689685822,-0.16837178170681,-0.1550258994102478,-0.11879557371139526,-0.18593886494636536,-0.17028175294399261,-0.10740775614976883,0.08677034825086594,-0.13952647149562836,-0.1965608298778534,-0.11530366539955139,-0.24106502532958984,-0.23030824959278107,-0.13436463475227356,-0.14769214391708374,-0.2584463953971863,-0.20525775849819183,-0.12255097180604935,0.0869218036532402,-0.20045799016952515,-0.2652277648448944,-0.08445465564727783,-0.20263254642486572,-0.1783190220594406,-0.12198535352945328,-0.08819969743490219,-0.013583515770733356,0.06499417126178741,-0.008706655353307724,-0.01778375543653965,0.053517743945121765,-0.033844493329524994,0.076777882874012,0.1211559996008873,0.02303733490407467,0.011652113869786263,0.1381591111421585,-0.0835854709148407,-0.1615685373544693,0.001293971436098218,-0.1310023069381714,-0.038946934044361115,-0.03652498871088028,0.5726996064186096,0.22632421553134918,0.648952305316925,-0.4154554009437561,0.9894407391548157,-0.012271636165678501,0.9991095066070557,0.04219232499599457
525,0,true,-0.7929328083992004,-0.787650465965271,-0.7193551659584045,-0.7932496070861816,-0.8330630660057068,-0.784341037273407,-0.7302547693252563,-0.7763605117797852,-0.7010460495948792,-0.7125291228294373,-0.666153073310852,-0.5633522272109985,-0.7112310528755188,-0.6432788968086243,-0.5088144540786743,-0.6440470814704895,-0.6114970445632935,-0.4553144574165344,-0.5767145156860352,-0.559361457824707,-0.47874656319618225,-0.6208205819129944,-0.5858393311500549,-0.31550365686416626,-0.4248336851596832,-0.46353667974472046,-0.29116255044937134,-0.148115336894989,-0.14298126101493835,-0.12453519552946091,-0.1762184500694275,-0.15836237370967865,-0.1311686784029007,-0.190843865275383,-0.16574418544769287,-0.1010880246758461,0.07844506949186325,-0.15787172317504883,-0.26835525035858154,-0.19490602612495422,-0.2746371924877167,-0.25882983207702637,-0.15565885603427887,-0.176735982298851,-0.2561451196670532,-0.22140347957611084,-0.12771782279014587,0.010267836041748524,-0.2549389898777008,-0.3040742576122284,-0.1096772775053978,-0.2337554693222046,-0.19277584552764893,-0.1172323226928711,-0.11188632994890213,-0.03634016215801239,-0.031653471291065216,-0.11629506945610046,-0.09042675048112869,-0.004472244530916214,-0.09420369565486908,0.042791709303855896,0.14765651524066925,0.0007128118304535747,-0.01937684789299965,0.0005748937255702913,-0.21239855885505676,-0.2107151746749878,-0.02227906510233879,-0.11949683725833893,-0.058801136910915375,-0.026272224262356758,0.5595600605010986,0.23366670310497284,0.6701822876930237,-0.31707194447517395,0.9845629930496216,0.10956037789583206,0.9983426332473755,0.05754968896508217
526,0,true,-0.7988282442092896,-0.7832236886024475,-0.7266180515289307,-0.7952173352241516,-0.8287903666496277,-0.7970574498176575,-0.7468422055244446,-0.7750712037086487,-0.7091538310050964,-0.7156136631965637,-0.6656460762023926,-0.579862654209137,-0.7083466649055481,-0.6459819674491882,-0.5190621018409729,-0.6608263254165649,-0.6146779656410217,-0.4637632369995117,-0.5900129675865173,-0.55763179063797,-0.45920199155807495,-0.6053193807601929,-0.5842345952987671,-0.33787479996681213,-0.4471336901187897,-0.4775143563747406,-0.3070630431175232,-0.13941916823387146,-0.14122648537158966,-0.1176343485713005,-0.16931356489658356,-0.15312547981739044,-0.12530076503753662,-0.18897628784179688,-0.1611863225698471,-0.09805179387331009,0.09087178856134415,-0.16213111579418182,-0.24291206896305084,-0.18084070086479187,-0.27338045835494995,-0.2419036626815796,-0.09509176760911942,-0.19689598679542542,-0.23648570477962494,-0.21598199009895325,-0.12699252367019653,0.05553776025772095,-0.24835056066513062,-0.294157475233078,-0.08938861638307571,-0.19591198861598969,-0.20172415673732758,-0.10074412077665329,-0.08913503587245941,-0.03607608377933502,0.0010323073947802186,-0.08572375774383545,-0.06558019667863846,0.039788052439689636,-0.028294621035456657,0.02027195505797863,0.16267067193984985,0.014457738026976585,-0.007388971280306578,0.09719545394182205,-0.17372463643550873,-0.17592266201972961,0.05370384082198143,-0.032131437212228775,-0.07204856723546982,-0.01285930909216404,0.5457383394241333,0.23897431790828705,0.7144336104393005,-0.21412669122219086,0.9418066143989563,0.05031073838472366,0.9977260828018188,0.06739908456802368
527,0,true,-0.7997329831123352,-0.7842923998832703,-0.7361556887626648,-0.7896277904510498,-0.8207866549491882,-0.7936643958091736,-0.7457625269889832,-0.7661105990409851,-0.7047734260559082,-0.7131989598274231,-0.6603887677192688,-0.5905730724334717,-0.7107967138290405,-0.6325944066047668,-0.5034903287887573,-0.6748776435852051,-0.6148565411567688,-0.45687243342399597,-0.6134669184684753,-0.5710099339485168,-0.48555076122283936,-0.6124584674835205,-0.5901407599449158,-0.32450321316719055,-0.4667692184448242,-0.46858805418014526,-0.3051684498786926,-0.13182176649570465,-0.1419692039489746,-0.12076247483491898,-0.17578966915607452,-0.16317780315876007,-0.13069605827331543,-0.1925177276134491,-0.16539731621742249,-0.10376221686601639,0.06893253326416016,-0.17005406320095062,-0.2188485562801361,-0.19013947248458862,-0.31238722801208496,-0.24343815445899963,-0.07713939249515533,-0.20559218525886536,-0.2342834323644638,-0.22437408566474915,-0.13011452555656433,0.07675012201070786,-0.2479659616947174,-0.3192644417285919,-0.10980363190174103,-0.16682380437850952,-0.21255731582641602,-0.10513581335544586,-0.09468264132738113,-0.03964816406369209,0.03441992029547691,-0.11488760262727737,-0.1459415853023529,-0.00036616993020288646,-0.01268271915614605,-0.012814576737582684,0.15001724660396576,-0.036664433777332306,-0.03485671430826187,0.10309189558029175,-0.1939358413219452,-0.26794999837875366,-0.01808200217783451,-0.024665022268891335,-0.09590090811252594,-0.02420571818947792,0.530921220779419,0.24228404462337494,0.7683154344558716,-0.11865825206041336,1.0,0.08933419734239578,0.9973717331886292,0.07245411723852158
528,0,true,-0.7961081266403198,-0.7877168655395508,-0.7349969148635864,-0.7906519174575806,-0.8248191475868225,-0.7909682393074036,-0.7479633688926697,-0.7690168023109436,-0.7089372277259827,-0.701322615146637,-0.6601173877716064,-0.5961949229240417,-0.7078897356987,-0.6418095827102661,-0.5036036372184753,-0.6754911541938782,-0.618678867816925,-0.46387889981269836,-0.6179218292236328,-0.5642893314361572,-0.48908865451812744,-0.6085655689239502,-0.5826019644737244,-0.3195943534374237,-0.4682728350162506,-0.4815894663333893,-0.3165270686149597,-0.12436262518167496,-0.13907486200332642,-0.11792141944169998,-0.17889925837516785,-0.15885671973228455,-0.13177315890789032,-0.1944909691810608,-0.1620762199163437,-0.10119541734457016,0.042958538979291916,-0.15685409307479858,-0.21034079790115356,-0.17661669850349426,-0.2890903949737549,-0.24833662807941437,-0.0508706197142601,-0.1913686990737915,-0.22984640300273895,-0.24338369071483612,-0.12100881338119507,0.09609302133321762,-0.24391354620456696,-0.30026841163635254,-0.10323110967874527,-0.15130449831485748,-0.19870318472385406,-0.09321573376655579,-0.11881713569164276,-0.0061932760290801525,0.05846013128757477,-0.10544699430465698,-0.07990892976522446,0.005956374574452639,0.00798734836280346,0.020562294870615005,0.17658205330371857,-0.07222922146320343,-0.0010235753143206239,0.11895227432250977,-0.1794785112142563,-0.19669502973556519,-0.0023933937773108482,0.013520593754947186,-0.06814157217741013,-0.005323963239789009,0.5149840116500854,0.2438119649887085,0.8254331350326538,-0.036962393671274185,1.0,0.05400651693344116,0.9972999691963196,0.07343528419733047
529,0,true,-0.7928095459938049,-0.7821618914604187,-0.7384187579154968,-0.7870513200759888,-0.8138031363487244,-0.7928159832954407,-0.7411797642707825,-0.7632855176925659,-0.7042739987373352,-0.6951358914375305,-0.6527862548828125,-0.5876292586326599,-0.7073718905448914,-0.6372871398925781,-0.49043384194374084,-0.6767027974128723,-0.6187187433242798,-0.4586869776248932,-0.639106035232544,-0.5699148774147034,-0.4924670457839966,-0.6114416718482971,-0.5956895351409912,-0.3144121468067169,-0.4725586175918579,-0.48109057545661926,-0.31073179841041565,-0.1176651194691658,-0.1422087401151657,-0.11978797614574432,-0.18186737596988678,-0.17064562439918518,-0.13869605958461761,-0.19878679513931274,-0.16728369891643524,-0.10722444951534271,0.00242778193205595,-0.1854858249425888,-0.20473220944404602,-0.18622253835201263,-0.3301658630371094,-0.2413254678249359,-0.0617329366505146,-0.1896732598543167,-0.2296893298625946,-0.2632881999015808,-0.14037570357322693,0.08226773142814636,-0.24922087788581848,-0.3181547522544861,-0.11828814446926117,-0.15255621075630188,-0.195943221449852,-0.10201966017484665,-0.15058717131614685,-0.055360984057188034,0.045878924429416656,-0.12587547302246094,-0.16807867586612701,-0.01847442425787449,-0.009284792467951775,-0.0004546306736301631,0.13905712962150574,-0.12604086101055145,-0.0580129474401474,0.09579633176326752,-0.18453288078308105,-0.2900208532810211,-0.04202589392662048,-0.0030699276831001043,-0.08393683284521103,-0.021628454327583313,0.4979217052459717,0.24389052391052246,0.8799470067024231,0.025639822706580162,1.0,0.030402030795812607,0.9974449872970581,0.07143905758857727
530,0,true,-0.7841734290122986,-0.781860888004303,-0.7464395761489868,-0.7880202531814575,-0.8208840489387512,-0.8063114881515503,-0.7417997121810913,-0.7657232880592346,-0.7136759161949158,-0.6949416995048523,-0.6484721899032593,-0.5889452695846558,-0.702997088432312,-0.6407283544540405,-0.5173249840736389,-0.6736964583396912,-0.6123032569885254,-0.45937657356262207,-0.6505700945854187,-0.5568453073501587,-0.4666573107242584,-0.6016923785209656,-0.5882518887519836,-0.3419189155101776,-0.47970452904701233,-0.4819060266017914,-0.3138040006160736,-0.12055736780166626,-0.14393791556358337,-0.11280662566423416,-0.17858734726905823,-0.1649225503206253,-0.12581081688404083,-0.1974419355392456,-0.1680750846862793,-0.10860759764909744,-0.04844006523489952,-0.18996979296207428,-0.1689286082983017,-0.17169597744941711,-0.2938166856765747,-0.1953127533197403,-0.06671956181526184,-0.19305115938186646,-0.20639441907405853,-0.28736183047294617,-0.14987064898014069,0.1272425353527069,-0.24129879474639893,-0.2934257984161377,-0.05928518995642662,-0.15655909478664398,-0.20009198784828186,-0.0833115428686142,-0.19237595796585083,-0.06313146650791168,0.10842762142419815,-0.10924601554870605,-0.0796298086643219,0.08851167559623718,-0.007853846065700054,-0.0034864291083067656,0.18341954052448273,-0.18381261825561523,-0.04161961376667023,0.1794547438621521,-0.16307112574577332,-0.21033157408237457,0.10201636701822281,-0.013556953519582748,-0.08579959720373154,0.01269731018692255,0.4798329770565033,0.24291740357875824,0.9274802803993225,0.06894530355930328,1.0,0.09123609960079193,0.9977264404296875,0.06739434599876404
531,0,true,-0.7735865712165833,-0.7816550135612488,-0.7510402202606201,-0.7865967750549316,-0.8408230543136597,-0.8162288665771484,-0.7432109117507935,-0.7703560590744019,-0.7187013030052185,-0.6831014752388,-0.6485418677330017,-0.5890823006629944,-0.7078614830970764,-0.6372942924499512,-0.5508868098258972,-0.6710453629493713,-0.6104322075843811,-0.4650461971759796,-0.6406061053276062,-0.5566632747650146,-0.4253310561180115,-0.6082305908203125,-0.5579666495323181,-0.38812318444252014,-0.4754445552825928,-0.4840970039367676,-0.32959991693496704,-0.12212695926427841,-0.14267441630363464,-0.11012767255306244,-0.18166811764240265,-0.15346932411193848,-0.10489965975284576,-0.19438455998897552,-0.16347171366214752,-0.10801219940185547,-0.08102317899465561,-0.1806219071149826,-0.1195559874176979,-0.17025917768478394,-0.159478098154068,-0.11809585988521576,-0.05292929708957672,-0.18279016017913818,-0.20104177296161652,-0.3038178086280823,-0.1417027860879898,0.1704195737838745,-0.23259253799915314,-0.20902755856513977,0.03673518821597099,-0.148849755525589,-0.19272072613239288,-0.07781071960926056,-0.20396387577056885,-0.049760621041059494,0.16706044971942902,-0.11700629442930222,0.10203594714403152,0.25363174080848694,0.01202377863228321,0.017212966457009315,0.19844338297843933,-0.21187572181224823,-0.024293305352330208,0.29667437076568604,-0.16447997093200684,-0.0025027641095221043,0.24961070716381073,-0.003933453932404518,-0.06797728687524796,0.01717611402273178,0.4608878493309021,0.24122919142246246,0.9652422070503235,0.09753219038248062,0.9853768348693848,0.06044182926416397,0.9981057643890381,0.06152104586362839
532,0,true,-0.7664043307304382,-0.7797449231147766,-0.7531548142433167,-0.7892155051231384,-0.8409759402275085,-0.805322527885437,-0.7553218603134155,-0.7746800780296326,-0.7146218419075012,-0.6765247583389282,-0.649387538433075,-0.5907468795776367,-0.7041141390800476,-0.6496525406837463,-0.5396355986595154,-0.667242705821991,-0.6149358153343201,-0.46850407123565674,-0.6046182513237,-0.5565893650054932,-0.42334800958633423,-0.6008008122444153,-0.5733256340026855,-0.40323150157928467,-0.47647109627723694,-0.49343106150627136,-0.32117587327957153,-0.13111305236816406,-0.1440662443637848,-0.11621765792369843,-0.17813090980052948,-0.15012671053409576,-0.10344453155994415,-0.18595102429389954,-0.16097471117973328,-0.10649870336055756,-0.08274335414171219,-0.1782212257385254,-0.11517202854156494,-0.14610368013381958,-0.17854143679141998,-0.20427529513835907,-0.01793639175593853,-0.17408250272274017,-0.19752715528011322,-0.3061755299568176,-0.14156655967235565,0.15400384366512299,-0.21624526381492615,-0.21418899297714233,-0.050728362053632736,-0.1277691274881363,-0.17909617722034454,-0.07823655009269714,-0.2314336746931076,-0.05748675391077995,0.14941000938415527,-0.07634249329566956,0.062019605189561844,0.11271662265062332,0.05690464377403259,0.03593263775110245,0.19016419351100922,-0.18438927829265594,-0.03635900467634201,0.29730287194252014,-0.14335955679416656,-0.043485961854457855,0.05001241713762283,0.04987446218729019,-0.052257731556892395,0.026471976190805435,0.44129812717437744,0.23910315334796906,0.9917823672294617,0.11319619417190552,0.9679203033447266,0.07487573474645615,0.9985259175300598,0.0542767196893692
533,0,true,-0.7666530609130859,-0.7786478996276855,-0.7481282949447632,-0.7882874608039856,-0.8342176079750061,-0.797227144241333,-0.7459180951118469,-0.7761879563331604,-0.7063613533973694,-0.6891999244689941,-0.6403688192367554,-0.5937959551811218,-0.7101687788963318,-0.642894983291626,-0.5143974423408508,-0.673332929611206,-0.6150667071342468,-0.4594457447528839,-0.6039924621582031,-0.5505651831626892,-0.4527106285095215,-0.6175574660301208,-0.5909203886985779,-0.3737010955810547,-0.48075515031814575,-0.48962822556495667,-0.3200800120830536,-0.15299604833126068,-0.1493682563304901,-0.12477734684944153,-0.17589396238327026,-0.16135632991790771,-0.10930714756250381,-0.18762823939323425,-0.16424058377742767,-0.11318177729845047,-0.02925797551870346,-0.18637649714946747,-0.16260650753974915,-0.17123177647590637,-0.27668285369873047,-0.26009801030158997,-0.05466082692146301,-0.1795855313539505,-0.2266574501991272,-0.2759793698787689,-0.16139662265777588,0.10412303358316422,-0.23111075162887573,-0.30587244033813477,-0.11073564738035202,-0.1437545120716095,-0.1947794258594513,-0.10116098821163177,-0.21496251225471497,-0.08843562752008438,0.07646595686674118,-0.10367126017808914,-0.11451242864131927,0.02399282529950142,0.014435320161283016,0.011156360618770123,0.1489306092262268,-0.12102682888507843,-0.06978858262300491,0.20997028052806854,-0.18917980790138245,-0.21708732843399048,-0.051251862198114395,-0.0033978652209043503,-0.0762578696012497,-0.015300849452614784,0.4212926924228668,0.2367662936449051,1.0,0.11904045194387436,0.9606245756149292,0.06286903470754623,0.9989491701126099,0.04583132639527321
534,0,true,-0.7813337445259094,-0.7790512442588806,-0.7812319397926331,-0.7638668417930603,-0.8323372006416321,-0.804810106754303,-0.7171640396118164,-0.7681415677070618,-0.7017040848731995,-0.709780216217041,-0.6321348547935486,-0.5909238457679749,-0.7114511728286743,-0.5914187431335449,-0.502453625202179,-0.668178915977478,-0.6094465851783752,-0.451679527759552,-0.6316550374031067,-0.5563910007476807,-0.35504329204559326,-0.6452420949935913,-0.5480068325996399,-0.3997839093208313,-0.43999961018562317,-0.46965473890304565,-0.3112383484840393,-0.16032907366752625,-0.15100209414958954,-0.09953827410936356,-0.18561358749866486,-0.17272715270519257,-0.10057350993156433,-0.20158198475837708,-0.16908037662506104,-0.11668302863836288,0.01317624468356371,-0.19524401426315308,0.014200250618159771,-0.26738235354423523,-0.3074832260608673,-0.2670937776565552,-0.11389929056167603,-0.1982952356338501,-0.23752501606941223,-0.24881213903427124,-0.18347837030887604,0.28090882301330566,-0.2974492013454437,-0.37094756960868835,-0.09992748498916626,-0.19359496235847473,-0.21457801759243011,-0.11034653335809708,-0.16769035160541534,-0.11688506603240967,0.3136354982852936,-0.22115224599838257,-0.1833992600440979,0.09388618171215057,-0.08500075340270996,-0.029742037877440453,0.13323377072811127,-0.08569061756134033,-0.09985450655221939,0.5612605810165405,-0.31805911660194397,-0.2764325737953186,-0.02012982964515686,-0.08340534567832947,-0.10924241691827774,-0.027709558606147766,0.4010806977748871,0.23438948392868042,1.0,0.1177821084856987,1.0,0.08116713166236877,0.9993436932563782,0.03622415289282799
535,0,true,-0.7808558940887451,-0.7829459309577942,-0.7706727385520935,-0.7778853178024292,-0.8260758519172668,-0.7978010773658752,-0.7385947108268738,-0.7706459164619446,-0.6898443102836609,-0.7009710073471069,-0.6354681849479675,-0.6002853512763977,-0.7047724723815918,-0.6221571564674377,-0.5058412551879883,-0.6646084785461426,-0.6107329726219177,-0.4435303509235382,-0.5818871259689331,-0.5543551445007324,-0.4432484209537506,-0.6139511466026306,-0.5615453124046326,-0.3975495398044586,-0.452470988035202,-0.4764520823955536,-0.3008151054382324,-0.16833916306495667,-0.14765332639217377,-0.09677496552467346,-0.1778031289577484,-0.16251789033412933,-0.10337253659963608,-0.19122245907783508,-0.1644074022769928,-0.12443719804286957,0.05358505621552467,-0.1824284791946411,-0.08030091971158981,-0.2074788510799408,-0.28122276067733765,-0.2638595402240753,-0.08421464264392853,-0.19943325221538544,-0.261375367641449,-0.23451468348503113,-0.17570827901363373,0.1551930457353592,-0.2655850946903229,-0.3260801136493683,-0.11246214061975479,-0.1843302696943283,-0.2086540162563324,-0.12219881266355515,-0.1625126153230667,-0.10696334391832352,0.1714739203453064,-0.14384514093399048,-0.13017620146274567,0.03781331330537796,-0.03605613484978676,-0.012698846869170666,0.0955510213971138,-0.028590112924575806,-0.06954720616340637,0.3226861357688904,-0.23388870060443878,-0.20230112969875336,-0.06827324628829956,-0.006609354633837938,-0.08961208909749985,-0.05141115188598633,0.38079485297203064,0.2320941537618637,1.0,0.1101062148809433,1.0,-0.046570662409067154,0.9996695518493652,0.025705872103571892
536,0,true,-0.7946150898933411,-0.7868399620056152,-0.7479233145713806,-0.780141294002533,-0.8340256810188293,-0.8011255264282227,-0.7397045493125916,-0.7728966474533081,-0.7048406600952148,-0.7152513861656189,-0.6425233483314514,-0.5611099600791931,-0.7126460075378418,-0.6244888305664062,-0.5105254650115967,-0.668940544128418,-0.6073122024536133,-0.46485427021980286,-0.6019309759140015,-0.5661978721618652,-0.4245457649230957,-0.6275860071182251,-0.5688071846961975,-0.3855586647987366,-0.4497847259044647,-0.4703139066696167,-0.31690287590026855,-0.17369624972343445,-0.14579632878303528,-0.08997416496276855,-0.18119852244853973,-0.16226640343666077,-0.10254253447055817,-0.1922430396080017,-0.1646839827299118,-0.11838775128126144,0.11827890574932098,-0.1763322800397873,-0.18494859337806702,-0.1968497484922409,-0.2573186755180359,-0.2430654615163803,-0.07514500617980957,-0.1834941804409027,-0.21991866827011108,-0.1915411800146103,-0.16520081460475922,0.05764176324009895,-0.23872515559196472,-0.3195186257362366,-0.09344843029975891,-0.1653110235929489,-0.2058747559785843,-0.08015614748001099,-0.11318416893482208,-0.09336400777101517,0.03531372919678688,-0.12244050204753876,-0.12386859208345413,0.07307764142751694,-0.027916859835386276,-0.005463318433612585,0.17345263063907623,0.07563163340091705,-0.05570853874087334,0.16549009084701538,-0.23322169482707977,-0.21529507637023926,-0.01939561404287815,-0.016598770394921303,-0.09046460688114166,0.014541023410856724,0.3605024218559265,0.23005078732967377,1.0,0.09314292669296265,0.9905365705490112,0.005703272297978401,0.8390346765518188,0.013637937605381012
537,0,true,-0.8161974549293518,-0.8079989552497864,-0.7344839572906494,-0.7838302254676819,-0.8411786556243896,-0.8000363111495972,-0.7415080666542053,-0.7749927639961243,-0.7078830003738403,-0.7225960493087769,-0.6582930684089661,-0.5772871375083923,-0.7103036642074585,-0.6368222832679749,-0.5101420879364014,-0.6692129373550415,-0.6029093861579895,-0.4787198007106781,-0.6248222589492798,-0.5512044429779053,-0.43213754892349243,-0.6292881965637207,-0.5910413861274719,-0.39659130573272705,-0.4573236107826233,-0.4719298481941223,-0.3303038477897644,-0.16549374163150787,-0.12678037583827972,-0.08545619994401932,-0.1790519803762436,-0.1554751992225647,-0.10484501719474792,-0.18928395211696625,-0.1671321839094162,-0.11758415400981903,0.19738562405109406,-0.03617812693119049,-0.2142283171415329,-0.18704365193843842,-0.22788384556770325,-0.2509630620479584,-0.06844323873519897,-0.17967455089092255,-0.2122335135936737,-0.12914232909679413,-0.042197443544864655,0.08667698502540588,-0.2336757928133011,-0.2974572479724884,-0.09638597071170807,-0.16233865916728973,-0.20382341742515564,-0.06496251374483109,-0.0008482782286591828,0.13523073494434357,0.04262769594788551,-0.1033148244023323,-0.05163317918777466,0.07039034366607666,-0.01793384738266468,-0.005343334283679724,0.17624643445014954,0.18386533856391907,0.2147989124059677,0.19348029792308807,-0.2204805165529251,-0.164716437458992,-0.03736398369073868,-0.0036369774024933577,-0.08559153228998184,0.01502713467925787,0.3402658998966217,0.22839109599590302,1.0,0.07266029715538025,0.840603232383728,0.009325385093688965,0.6786549091339111,0.00548104802146554
538,0,true,-0.8116634488105774,-0.8015979528427124,-0.7449954748153687,-0.7779613137245178,-0.8352004289627075,-0.7990757822990417,-0.7399934530258179,-0.7749098539352417,-0.6976717114448547,-0.7249393463134766,-0.6535558700561523,-0.5790296196937561,-0.7119436860084534,-0.6368894577026367,-0.4928078055381775,-0.671721875667572,-0.5998467206954956,-0.47265735268592834,-0.6413194537162781,-0.5774205923080444,-0.44260430335998535,-0.6335638165473938,-0.5938504934310913,-0.3918953239917755,-0.47028812766075134,-0.47433045506477356,-0.32316896319389343,-0.16985933482646942,-0.14021918177604675,-0.08559989184141159,-0.17897257208824158,-0.16231738030910492,-0.1099327951669693,-0.1857486069202423,-0.17122429609298706,-0.12044092267751694,0.0912165492773056,-0.1086118221282959,-0.19892527163028717,-0.19987604022026062,-0.2541233003139496,-0.26045897603034973,-0.06532779335975647,-0.1748298555612564,-0.23821906745433807,-0.16709525883197784,-0.12139564007520676,0.08102583140134811,-0.23295067250728607,-0.31508728861808777,-0.12034200131893158,-0.1557132601737976,-0.20519374310970306,-0.08540868759155273,-0.085065558552742,-0.012706056237220764,0.04636557400226593,-0.12220656126737595,-0.13104772567749023,0.03116566315293312,-0.008342497050762177,-0.009135591797530651,0.13523781299591064,0.0460049994289875,0.012479662895202637,0.1654815673828125,-0.2344260960817337,-0.22684690356254578,-0.07670611888170242,-0.0012066097697243094,-0.0867176353931427,-0.018990375101566315,0.3202764093875885,0.22714826464653015,0.988178551197052,0.05129322409629822,0.737733781337738,-0.05479007959365845,0.523680567741394,0.0008801774238236248
539,0,true,-0.8094715476036072,-0.7970460653305054,-0.7368330955505371,-0.7746806144714355,-0.8331689834594727,-0.7981186509132385,-0.7377491593360901,-0.7765359282493591,-0.6959425210952759,-0.7189561128616333,-0.6583956480026245,-0.5586538314819336,-0.7124799489974976,-0.6316027045249939,-0.4898817837238312,-0.6743768453598022,-0.589138925075531,-0.47097915410995483,-0.6454423069953918,-0.5888727307319641,-0.4129817485809326,-0.6340315937995911,-0.5929306745529175,-0.3889380395412445,-0.4948878288269043,-0.47439098358154297,-0.3164089024066925,-0.16941966116428375,-0.1383180171251297,-0.0832006186246872,-0.17845435440540314,-0.16316117346286774,-0.11090388894081116,-0.1820632964372635,-0.1749209761619568,-0.12022147327661514,0.058441221714019775,-0.15714366734027863,-0.21176446974277496,-0.2113143801689148,-0.26792794466018677,-0.26520678400993347,-0.07381251454353333,-0.17293205857276917,-0.24184617400169373,-0.21672365069389343,-0.14676666259765625,0.06507249921560287,-0.24253249168395996,-0.3291161358356476,-0.12074531614780426,-0.15486815571784973,-0.21362419426441193,-0.08367267996072769,-0.13208431005477905,-0.04945208132266998,0.025972647592425346,-0.13528330624103546,-0.14067229628562927,0.029848869889974594,-0.009394179098308086,-0.015431985259056091,0.13068081438541412,-0.007359208073467016,0.0015424626180902123,0.1494128257036209,-0.24264276027679443,-0.23083238303661346,-0.07500707358121872,-0.007389705162495375,-0.09020429104566574,0.0015460798749700189,0.30087175965309143,0.22634831070899963,0.9479659199714661,0.028911178931593895,0.513977587223053,-0.012010805308818817,0.3784964978694916,7.597835792694241e-05
